,title,price,date,fuel,km,power_cv,displacement_cm3,consumption,seats,owners,sliding_doors
5945,"Opel Vivaro 1.5 Kombi L (L3) NAVI/PDC/Kamera/Allwette
28.980 € (bruto)
24.353 € (neto)",28980,09/2021,Diésel,65591,88.0,1499,7.6,9,1,both-sided
5946,"Volkswagen Caddy 1.4 TSI (5-Si.) Trendline AHK SHZ PDC Klim
19.990 € (bruto)",19990,04/2018,Gasolina,65572,92.0,1395,,5,2,both-sided
5947,"Volkswagen Caddy 1.4 TSI (5-Si.) Trendline AHK SHZ PDC
20.990 € (bruto)",20990,04/2018,Gasolina,65517,92.0,1395,,5,2,both-sided
5948,Seat Alhambra 1.4 TSI DSG FR AHK*STHZG*NAVI*BI-XENON*,34450,04/2021,Gasolina,65510,110.0,1395,8.6,5,1,both-sided
5949,"Volkswagen Sharan Comfort TSI 7-SI./PANO/ACC/RFK/ACC/DAB/AH
33.900 € (bruto)
28.487 € (neto)",33900,07/2022,Gasolina,65500,110.0,1395,6.9,7,1,both-sided
5950,"Seat Alhambra 1.4 TSI DSG FR-Line 7Sitze/ACC/AHK/Pano
34.700 € (bruto)
29.160 € (neto)",34700,06/2022,Gasolina,65500,110.0,1395,8.7,7,1,both-sided
5951,"Opel Combo Life 1.5 D XL Edition *AHK*SHZ*Tempomat*
21.250 € (bruto)
17.857 € (neto)",21250,12/2019,Diésel,65500,96.0,1499,4.2,5,1,both-sided
5952,Volkswagen T6 Multivan Highline 4Motion Business,42499,03/2016,Diésel,65426,150.0,1968,6.6,7,2,both-sided
5953,Seat Alhambra 2.0 TSI FR-Line Aut.*NAVI*CAM*PDC*AHK,28900,07/2018,Gasolina,65414,162.0,1984,,5,3,left
5954,"Ford Tourneo Custom 310 L2H1 VA Autm. Titanium X,NAVI",35629,04/2018,Diésel,65400,125.0,1996,,9,2,both-sided
5955,"Mercedes-Benz V 300 lang AHK 2,5t 2x Klima Kamera MBUX Tempo",53890,09/2023,Diésel,65365,174.0,1950,7.9,8,1,both-sided
5956,Citroën Spacetourer M 2.0 BlueHDi 180 EAT8 Business Loun,37749,07/2021,Diésel,65300,130.0,1997,,6,1,both-sided
5957,"Volkswagen Caddy 2,0 TDI Klima+SHZ+PDC+Tempomat",24990,02/2022,Diésel,65300,75.0,1968,,5,1,both-sided
5958,"Seat Alhambra 1.4 TSI DSG FR-Line 7-Sitzer Panodach
33.449 € (bruto)
28.108 € (neto)",33449,04/2021,Gasolina,65293,110.0,1395,,7,1,both-sided
5959,Peugeot Rifter GT-Line L1 *AHK*PANO*KAMERA*8-FACH*,25900,07/2019,Diésel,65250,96.0,1499,4.4,5,2,both-sided
5960,"Mercedes-Benz V 250 d lang Avantgarde Edition MBUX Navi 360°
54.324 € (bruto)
45.650 € (neto)",54324,08/2022,Diésel,65200,140.0,1950,7.9,7,1,both-sided
5961,Peugeot Rifter Allure L2*AUTOMATIK*7 SITZER*AHK*KAMERA*,23900,05/2021,Gasolina,65175,96.0,1199,5.6,7,1,both-sided
5962,Volkswagen Sharan United 2.0 TDI*DSG*7-Sitz*E-Tür*PANO*AHK*,35829,09/2020,Diésel,65147,130.0,1968,5.5,7,1,both-sided
5963,"Hyundai H-1 TRAVEL PREMIUM NAVI*KLIMA*PDC Klima Navi
31.490 € (bruto)",31490,07/2020,Diésel,65125,125.0,2497,10.1,8,1,both-sided
5964,"Toyota Proace 2,0-l-D-4D L1 (8-Si.) Autm. Verso Team De",35890,02/2020,Diésel,65100,130.0,1997,,8,2,both-sided
5965,Volkswagen Caddy Maxi 2.0TDI AHK NAVI Tempomat,26900,05/2022,Diésel,65000,75.0,1968,4.7,5,1,both-sided
5966,Volkswagen Caddy Maxi 2.0TDI AHK NAVI,26900,05/2022,Diésel,65000,75.0,1968,4.7,5,1,both-sided
5967,"Volkswagen T6.1 Multivan Highline AHK ACC DCC LEDER RFK LED
56.180 € (bruto)
47.210 € (neto)",56180,01/2022,Diésel,65000,150.0,1968,6.7,7,1,both-sided
5968,Volkswagen T6.1 Multivan Generation Six/Standheizung/AHK,53950,06/2020,Diésel,65000,146.0,1968,6.3,7,1,both-sided
5969,Volkswagen Caddy 2.0 TDI Style*AHK*PANORAMA*NAVI*Standhzg*,29970,02/2022,Diésel,65000,90.0,1968,4.6,5,1,both-sided
5970,"Volkswagen Caddy 2.0 TDI Style*AHK*PANORAMA*NAVI*Standhzg*
29.970 € (bruto)
25.185 € (neto)",29970,02/2022,Diésel,65000,90.0,1968,4.6,5,1,both-sided
5971,Volkswagen Caddy Life Volldigitales Cockpit,24988,08/2021,Gasolina,65000,84.0,1498,5.7,5,1,both-sided
5972,Mercedes-Benz V 300d EDITION 19 AMG Line Kamera LED Comand,49590,11/2019,Diésel,65000,176.0,1950,5.9,6,1,both-sided
5973,Opel Zafira Life Elegance M,35200,10/2021,Diésel,65000,106.0,1997,5.7,8,1,both-sided
5974,Mercedes-Benz V 300 AMG PAKET,61500,11/2019,Diésel,65000,176.0,1950,5.9,7,2,both-sided
5975,Opel Zafira Life Automatik*Navi *Tempomat*SHZ*NeuTuv*,31490,04/2021,Diésel,65000,106.0,1997,5.7,8,1,both-sided
5976,Mercedes-Benz V 300d AVANTGARDE EDITION lang*MBUX*2xEl.-Türen,49850,09/2020,Diésel,65000,176.0,1950,,7,1,both-sided
5977,Volkswagen T6 Multivan Highline *Assist*DSG*7-Seats*2Doors,39999,07/2017,Diésel,65000,150.0,1968,6.6,7,1,both-sided
5978,Volkswagen T6.1 Multivan Highline 2.0 TDI DSG 4M STANDHZG.,60900,07/2022,Diésel,64991,150.0,1968,8.5,7,2,left
5979,Mercedes-Benz V 300 d 4M AVANTGARDE EDITION+Allrad+AMG+9G+AHK,60990,12/2021,Diésel,64989,174.0,1950,8.4,6,1,both-sided
5980,"Volkswagen T6 Transporter ***AUTOMATIK/LED SCHEINWERFER***
32.700 € (bruto)
27.479 € (neto)",32700,10/2021,Diésel,64981,110.0,1968,5.8,2,1,left
5981,Volkswagen Caddy Kombi Trendline 1.4 TSI Navi PDC,22990,11/2020,Gasolina,64980,96.0,1395,7.5,5,1,both-sided
5982,Volkswagen Caddy Move LED Kamera ACC Sitzheizung,24999,06/2021,Diésel,64950,90.0,1968,4.7,5,1,both-sided
5983,Mercedes-Benz V 220 d RISE lang 2xSchiebetür Navi AHK,42840,04/2021,Diésel,64945,120.0,1950,6.2,7,1,both-sided
5984,"Peugeot Rifter Allure L2 NAVI, KLIMAAUTOMATIK, 2x PDC
21.990 € (bruto)
18.479 € (neto)",21990,09/2019,Gasolina,64927,81.0,1199,5.4,5,1,both-sided
5985,Mercedes-Benz V 250 d EDITION Lang AMG/Night-P/Spur-P/LED/AHK,54900,12/2021,Diésel,64913,140.0,1950,7.7,6,2,both-sided
5986,"Volkswagen Caddy 2.0 TDI Maxi Highline Navi Kamera AHK 7-Si
29.690 € (bruto)",29690,05/2018,Diésel,64903,110.0,1968,5.0,7,2,both-sided
5987,"Volkswagen Caddy PKW Maxi Highline Navi Kamera AHK 7-Sitze
29.690 € (bruto)",29690,05/2018,Diésel,64903,110.0,1968,5.0,7,2,both-sided
5988,"Opel Combo Life E Edition, SHA, VZE, LED",14990,08/2018,Diésel,64897,75.0,1499,4.2,5,2,both-sided
5989,Volkswagen T7 Multivan/Pano-Dach/Head-Up Display/Leder/LED/,51590,10/2022,Diésel,64850,110.0,1968,5.3,6,1,both-sided
5990,Mercedes-Benz V 300d*SPORT-EXTERIEUR*BlueEfficiency*LED*COMAND,46980,04/2020,Diésel,64837,176.0,1950,6.5,4,2,both-sided
5991,Volkswagen Caddy PKW Xenon Sitzh. HU/AU Service neu,20990,08/2018,Gasolina,64834,92.0,1395,5.9,5,2,both-sided
5992,Volkswagen Caddy Maxi 4Motion Navi USB DAB ISOFIX,26990,02/2020,Diésel,64794,90.0,1968,6.3,5,1,both-sided
5993,"Mercedes-Benz V 300 lang AHK 2,5t LED Kamera 2x Klima SHZ Navi",52890,07/2023,Diésel,64696,174.0,1950,7.8,7,1,both-sided
5994,"Mercedes-Benz V 250 lang AHK 2,5t Kamera 2x Klima SHZ Navi DAB",51490,07/2023,Diésel,64687,140.0,1950,7.8,7,1,both-sided
5995,Ford Tourneo Connect Titanium Kamera AHK,20989,09/2020,Diésel,64673,74.0,1499,,5,1,both-sided
5996,Seat Alhambra Style Navi Klima Sitzheizung,18590,06/2017,Gasolina,64518,110.0,1395,6.5,5,2,both-sided
5997,Mercedes-Benz V 220 d Lang Automatik/7-Sitzer/AHK/PDC/2.Hd,35998,02/2019,Diésel,64500,120.0,2143,6.1,7,2,both-sided
5998,"Citroën Berlingo M BlueHDi 130 EAT8 SHINE,Automatik",24595,01/2020,Diésel,64500,96.0,1499,,5,3,both-sided
5999,Citroën Berlingo XTR*Klima*Navi*Kamera*SHZ*Alu*EU6*,17990,05/2019,Diésel,64498,96.0,1499,4.4,5,2,both-sided
6000,"Mercedes-Benz V 300 lang AHK 2,5t LED Kamera 2x Klima Navi SHZ",51890,06/2023,Diésel,64488,174.0,1950,7.9,7,1,both-sided
6001,Volkswagen Caddy PKW Maxi Trendline BMT,20480,01/2019,Diésel,64482,75.0,1968,5.5,5,1,both-sided
6002,"Toyota Proace Verso L1 Executive*Navi*AHK*
40.890 € (bruto)
34.361 € (neto)",40890,12/2020,Diésel,64400,130.0,1997,5.4,8,1,both-sided
6003,Mercedes-Benz V 250 EDITION/LED/CAM/STNDHZ/LEDER/DISTRONIC,54990,08/2022,Diésel,64400,140.0,1950,6.4,6,1,both-sided
6004,"Toyota Proace 2,0-l-D-4D L2 (8-Si.) Autm. Verso Team D.
38.980 € (bruto)
32.756 € (neto)",38980,01/2021,Diésel,64372,130.0,1997,,8,1,both-sided
6005,Ford Grand Tourneo Connect/SHZ/SPURW/DAB/RFK,24800,02/2021,Diésel,64344,88.0,1499,4.7,5,1,both-sided
6006,Ford Transit Custom DoKa 320 L2 TOTWI.-SHZ-KLIMA-5Sit,24790,09/2021,Diésel,64200,96.0,1995,6.4,5,2,both-sided
6007,Toyota Proace City Verso 1.2 Turbo L1 Team D NAVI-PANOD,24790,10/2020,Gasolina,64200,81.0,1199,,5,1,both-sided
6008,"Dacia Dokker TCe 130 Stepway Plus*SHZ,PDC hint.,Kamera",17999,07/2021,Gasolina,64178,96.0,1332,6.2,5,2,both-sided
6009,"Volkswagen Caddy Maxi Kasten 2.0TDI DSG LKW 2Schiebet. AHK
24.440 € (bruto)
20.538 € (neto)",24440,03/2017,Diésel,64175,110.0,1968,,2,2,both-sided
6010,"Mercedes-Benz V 250 d AVANTG EDITION L DISTR+MBUX+360+TISCH+BC
47.980 € (bruto)
40.319 € (neto)",47980,10/2020,Diésel,64170,140.0,1950,7.6,7,1,both-sided
6011,"Mercedes-Benz V 250 d Edition 4 Matic AHK 2,5t/ILS-LED
51.950 € (bruto)
43.655 € (neto)",51950,08/2023,Diésel,64170,140.0,1950,8.2,7,1,both-sided
6012,Volkswagen Caddy 2.0 TDI Highline BlueMotion Aut.*NAVI*PDC*,27990,11/2019,Diésel,64114,110.0,1968,,5,2,both-sided
6013,Seat Alhambra FR-Line AHK Navi 7 Sitzer,35750,10/2020,Diésel,64105,110.0,1968,5.3,7,1,both-sided
6014,"Dacia Dokker TCe 115 Stepway Celeb. Turbo*SHZ,Navi*",15488,03/2019,Gasolina,64100,85.0,1197,5.7,5,1,both-sided
6015,"Volkswagen Caddy 2,0TDI 81kW 4MOTION 5-Sitzer/2x Schiebtüre",12999,03/2013,Diésel,64000,81.0,1968,6.5,5,1,both-sided
6016,"Mercedes-Benz V 250 extralang 4M AMG*8Sitze-360-ACC-Burmester*
57.990 € (bruto)
48.731 € (neto)",57990,09/2018,Diésel,64000,140.0,2143,6.7,8,1,both-sided
6017,"Opel Combo Life E Innovation
19.980 € (bruto)",19980,11/2018,Diésel,64000,96.0,1499,4.2,5,2,both-sided
6018,Volkswagen Caddy Style/ACC/LED/STHZ/Navi/Keyless*Spur,28490,04/2021,Diésel,64000,90.0,1968,4.6,5,2,both-sided
6019,Dacia Dokker Stepway Celebration,12800,06/2018,Gasolina,64000,85.0,1197,5.7,5,1,both-sided
6020,Volkswagen T6 Multivan Comfortline Vollleder 2xSchiebetür,41990,02/2019,Diésel,64000,110.0,1968,6.4,7,2,both-sided
6021,Ford Tourneo Custom Titanium X L1*Top Ausstattung*AHK,42930,12/2021,Diésel,64000,136.0,1997,6.7,8,2,both-sided
6022,Mercedes-Benz V 300 d AVANTGARDE EDITION 2020 AMG/AHK/4M/lang,57500,08/2021,Diésel,64000,174.0,1950,7.3,5,1,both-sided
6023,Volkswagen Caddy KLIMA/NOTBREMS/HANDY/ISOFIX/1.HAND,19680,05/2020,Diésel,64000,75.0,1968,5.3,5,1,both-sided
6024,"Mercedes-Benz V 250 EDITION 4MATIC lang 1Hand,Abstandtmp,8fach",49990,05/2021,Diésel,64000,140.0,1950,7.3,7,1,both-sided
6025,Mercedes-Benz V 300d L 360°/LEDER/Burmester/Night Pak/AMG line,59999,06/2021,Diésel,63980,174.0,1950,5.9,7,2,both-sided
6026,Mercedes-Benz V 300 d AVANTGARDE EDITION 4MATIC AMG Panorama.,59950,06/2020,Diésel,63950,176.0,1950,6.5,6,1,both-sided
6027,Volkswagen Caddy 2.0 TDI Navi Einparkh. Front & Lane Assist,23440,09/2021,Gasolina,63900,75.0,1968,5.0,5,1,both-sided
6028,Citroën Berlingo Feel XL 1.HAND AHK KAMERA LED SPURH PDC,23890,03/2020,Gasolina,63900,96.0,1199,5.3,5,1,both-sided
6029,"Volkswagen Caddy 2.0 TDI Navi Einparkh. Front & Lane Assist
23.440 € (bruto)
19.697 € (neto)",23440,09/2021,Gasolina,63900,75.0,1968,5.0,5,1,both-sided
6030,Opel Zafira Life Vivaro Combi AHK Apple CarPlay Andro,32590,02/2020,Diésel,63900,88.0,1499,4.9,9,3,both-sided
6031,"Peugeot Rifter Active PureTech 110 L1 SpurH el.Heck PDC
19.650 € (bruto)
16.513 € (neto)",19650,01/2020,Gasolina,63886,81.0,1199,7.5,5,1,both-sided
6032,"Mercedes-Benz V 300 d *AMG*Klima*LED*Navi*AHK*Liege*Night*Kam
59.900 € (bruto)
50.336 € (neto)",59900,09/2021,Diésel,63804,174.0,1950,7.7,7,1,both-sided
6033,"Mercedes-Benz V 250 V-Klasse 250d AVANTGARDE EDITION lang Spor
59.950 € (bruto)
50.378 € (neto)",59950,12/2020,Diésel,63800,140.0,1950,7.8,8,1,both-sided
6034,"Mercedes-Benz V 250 d LANG*AVANTGARDE EDIT*COMAND*STNDH*LED*7S
45.300 € (bruto)
38.067 € (neto)",45300,01/2015,Diésel,63781,140.0,2143,,7,2,both-sided
6035,Ford Tourneo*Custom *L1*Titanium X*Navi*PDC*SHZ*1.Hd*,38999,04/2021,Diésel,63762,136.0,1997,6.7,8,1,both-sided
6036,Mercedes-Benz V300d EAV/K AMG +StHz+KAMERA+Avantgarde+NAVI+AHK,60990,07/2023,Diésel,63746,174.0,1950,7.7,6,1,both-sided
6037,"Mercedes-Benz V 300 d Avantgarde Edition 4M AMG+AHK+Standhzg
59.800 € (bruto)
50.252 € (neto)",59800,10/2020,Diésel,63730,176.0,1950,8.6,7,1,both-sided
6038,"Opel Combo Life 1.5 D Innovation HUD RFK NAVI STHZ
23.790 € (bruto)
19.992 € (neto)",23790,01/2021,Diésel,63700,96.0,1499,,5,1,both-sided
6039,Mercedes-Benz V 250 SPORT PAKET LANG LEDER STANDHZ AHK NAVI,59500,05/2021,Diésel,63673,140.0,1950,6.4,7,2,both-sided
6040,Volkswagen 7 SITZE DSG PANORAMA FAST VOLLAUSSTATTUNG SH 1HD,34900,08/2022,Gasolina,63600,110.0,1395,6.9,7,1,both-sided
6041,Volkswagen Caddy Kombi Comfortline 1.4 TSI Navi PDC Klima,23990,01/2018,Gasolina,63548,92.0,1395,5.9,5,1,both-sided
6042,Dacia Dokker 1.3 TCe Stepway Plus*TEMPO*NAVI*PDC*SHZ*,15500,12/2019,Gasolina,63538,96.0,1332,,5,1,both-sided
6043,Mercedes-Benz V 300 d 4M EXCLUSIVE EDITION+Allrad+AMG+SportP,70480,02/2021,Diésel,63537,174.0,1950,8.5,6,1,both-sided
6044,"Mercedes-Benz V 250 lang AHK 2,5t LED Kamera 2x Klima SHZ Navi",50490,06/2023,Diésel,63526,140.0,1950,7.8,7,1,both-sided
6045,"Mercedes-Benz V 250 d 4x4 Avantgarde, 7-Sitzer, AHK, Panorama",54980,09/2020,Diésel,63503,140.0,1950,8.5,7,1,both-sided
6046,"Volkswagen T6.1 Multivan Comfortline Comf.KR150 TDIAU7
48.890 € (bruto)
41.084 € (neto)",48890,05/2021,Diésel,63500,150.0,1968,7.9,4,Negro Metalizado,both-sided
6047,"Mercedes-Benz Vito 119 CDI Kasten SORTIMO Regalsystem LED+AHK+
41.638 € (bruto)
34.990 € (neto)",41638,06/2023,Diésel,63500,140.0,1950,7.8,3,1,left
6048,Ford B-Max B-MAX Titanium,11890,10/2016,Gasolina,63500,77.0,1596,6.4,5,2,both-sided
6049,Mercedes-Benz V 300 LANG AMG LEDER NAVI LED PANORAMA KÜHLBOX,58950,11/2020,Diésel,63500,176.0,1950,,7,1,both-sided
6050,Renault Trafic Pkw Life Blue dCi 150,40990,02/2023,Diésel,63500,110.0,1997,7.2,8,2,left
6051,Mercedes-Benz Citan Automatik Klima Rollstuhlgerecht PDC,30990,07/2017,Gasolina,63495,84.0,1192,6.1,3,2,both-sided
6052,"Mercedes-Benz V 300 d Edition XL Extralang L3 Sportp+Distr+LED
55.899 € (bruto)
46.974 € (neto)",55899,05/2023,Diésel,63489,174.0,1950,8.0,8,1,both-sided
6053,Opel Zafira Life Edition M,32790,03/2021,Diésel,63439,106.0,1997,,8,3,both-sided
6054,Mercedes-Benz V 300 d lang AVANTGARDE/NIGHT/DISTRONIC/360,51950,04/2021,Diésel,63433,176.0,1950,5.9,7,2,both-sided
6055,"Volkswagen T6.1 Multivan Highline 4Motion Standhzg*Kamera
56.800 € (bruto)
47.731 € (neto)",56800,02/2020,Diésel,63413,146.0,1968,7.2,7,2,both-sided
6056,"Volkswagen Caddy 1,4 TSI BMT ,Klima,PDC,Bremsass.",19900,10/2016,Gasolina,63412,92.0,1395,5.9,5,1,both-sided
6057,Mercedes-Benz V 300d lang STANDHEIZUNG|KAMERA|7SITZER|AHK,56900,05/2023,Diésel,63400,174.0,1950,6.4,7,1,both-sided
6058,"Opel Combo Life XL 1.5 D *NAVI+ALLWETTER*
22.900 € (bruto)
19.244 € (neto)",22900,11/2021,Diésel,63400,96.0,1499,4.2,7,2,both-sided
6059,Opel Zafira Life 2.0 D M Aut. Innovation 8 Sitzer AHK,36870,08/2019,Diésel,63400,130.0,1997,,8,2,both-sided
6060,"Volkswagen T6 Multivan 6.1 TDI DSG Comfortline 4M LED 18"" D",58490,10/2022,Diésel,63400,150.0,1968,,7,1,both-sided
6061,"Volkswagen T6 Multivan 6.1 TDI DSG Comfortline 4M LED 18"" D
58.490 € (bruto)
49.151 € (neto)",58490,10/2022,Diésel,63400,150.0,1968,,7,1,both-sided
6062,Mercedes-Benz V 300 d 4M Edition-kompakt*Distronic*AHK*LED-ILS,56899,05/2022,Diésel,63375,174.0,1950,8.2,7,1,both-sided
6063,"Mercedes-Benz V 300 d 4M Edition-kompakt*Distronic*AHK*LED-ILS
56.899 € (bruto)
47.814 € (neto)",56899,05/2022,Diésel,63375,174.0,1950,8.2,7,1,both-sided
6064,Mercedes-Benz V 250 d Kompakt EDITION+SportP+9G+StandHZ+Kamera,46980,07/2021,Diésel,63373,140.0,1950,7.5,6,1,left
6065,"Mercedes-Benz V 250 lang AHK 2,5t 2x Klima LED Kamera Tempomat",51490,06/2023,Diésel,63301,140.0,1950,7.8,7,1,both-sided
6066,Mercedes-Benz Vito 119 CDI Kombi Tourer Lang 4M LED Kamera AUT,54680,09/2023,Diésel,63300,140.0,1950,8.0,8,1,both-sided
6067,"Mercedes-Benz V 300 EAV Avantgarde 4x4 AMG+Panorama+Sitzbelüft
60.900 € (bruto)
51.176 € (neto)",60900,08/2019,Diésel,63242,176.0,1950,8.6,7,1,both-sided
6068,"Opel Zafira Life Life 2.0 D L Tourer, Navigationssyst",38950,11/2020,Diésel,63233,130.0,1997,8.0,6,2,left
6069,Mercedes-Benz V 250 d 4M EDITION+Allrad+AMG+9G+AHK+LED+Kamera,50880,10/2020,Diésel,63231,140.0,1950,8.4,6,1,both-sided
6070,"Mercedes-Benz V 250 lang AHK 2,5t LED Kamera Navi 2x Klima",50790,07/2023,Diésel,63189,140.0,1950,7.8,7,1,both-sided
6071,Opel Combo Life 1.2 Turbo Aut. Elegance Camping,23795,11/2021,Gasolina,63179,96.0,1199,5.4,5,1,both-sided
6072,Opel Combo Life 1.2 Turbo Aut. Elegance Sitzhzg PDC,20995,11/2021,Gasolina,63179,96.0,1199,5.4,5,1,both-sided
6073,Ford Transit Connect Kasten Lang1.8 TDCI Nur 63 Tkm !,2980,07/2006,Diésel,63177,66.0,1753,6.5,2,1,left
6074,Mercedes-Benz V 300 d 4M AVANTGARDE EDITION+Allrad+AMG+9G+LED,60480,06/2021,Diésel,63126,174.0,1950,8.5,7,1,both-sided
6075,"Mercedes-Benz V 300d 4M. AMG-Line,LEDER,TISCH,LED,PANORAMA",59900,12/2020,Diésel,63100,176.0,1950,6.5,7,1,both-sided
6076,"Ford Tourneo Custom 320 L2 Titanium*Bi-Xenon*SHZ*Navi
38.950 € (bruto)",38950,05/2020,Diésel,63100,136.0,1997,6.7,8,2,both-sided
6077,"Ford Transit Connect 220 L1 Trend, KLIMA,TEMPO,PDC,SH",16989,10/2019,Diésel,63100,74.0,1498,,5,2,both-sided
6078,Mercedes-Benz V 300 d 4M AVANTGARDE EDITION Lang Burmester/LED,55900,02/2020,Diésel,63100,176.0,1950,8.5,7,2,both-sided
6079,Mercedes-Benz V 250 d AVANTGARDE EDITION 9G+SportP+AHK+StandHZ,55980,07/2020,Diésel,63061,140.0,1950,8.7,7,1,both-sided
6080,Ford Tourneo Custom Titanium *LEDER*NAVI*ACC*,35780,08/2020,Diésel,63044,96.0,1995,6.3,8,2,both-sided
6081,Mercedes-Benz V 220 d RISE+ROLLSTUHLRAMPE+ParkP+AHK+MBUX,42990,11/2020,Diésel,63032,120.0,1950,7.3,5,3,left
6082,Mercedes-Benz V 250 CDI lang Avantgarde AMG LED STANDHEIZ.,50790,07/2019,Diésel,63025,140.0,2143,,7,1,both-sided
6083,Ford Tourneo Connect Titanium,15990,01/2015,Diésel,63000,85.0,1560,4.9,5,2,both-sided
6084,Mercedes-Benz V 250 d extralang AMG Line *360° *8Sitze *Leder,69990,06/2022,Diésel,63000,140.0,1950,6.4,8,1,both-sided
6085,"Seat Alhambra Sport 2.0 TDI*NAVI*LEDER*AHK*PANO*7-SIT
23.900 € (bruto)",23900,11/2014,Diésel,63000,130.0,1968,5.8,7,1,both-sided
6086,Volkswagen Caddy Style 2.0 TDI LED Leder Pano Kamera AHK 17,29990,07/2021,Diésel,63000,90.0,1968,4.7,5,1,both-sided
6087,Opel Zafira Life Tourer M,37790,04/2021,Diésel,63000,130.0,1997,5.5,7,1,both-sided
6088,"Volkswagen Caddy 2,0 TDI , Euro 5,6 Gang, 2 Sitzer.",8499,11/2012,Diésel,63000,62.0,1968,6.1,2,1,both-sided
6089,Volkswagen T6.1 Multivan 2.0 TDI Highline FWD AHK+ACC+LANE+,62890,11/2021,Diésel,63000,150.0,1968,,7,2,both-sided
6090,Citroën Berlingo Kombi /Navi/ Panorama-Dach,12900,11/2016,Diésel,63000,73.0,1560,4.3,5,2,both-sided
6091,Mercedes-Benz Vito 110 CDI lang Klima RFK 1. Hand Top Zustand,21990,06/2020,Diésel,63000,75.0,1749,6.5,3,1,both-sided
6092,"Mercedes-Benz V 220 AMG Paket EDITION lang 1. Hand Navi
48.500 € (bruto)",48500,08/2020,Diésel,63000,120.0,1950,6.0,7,1,both-sided
6093,Mercedes-Benz Vito 124 Tourer Mixto lang 4x4 Distr AHK Kamera,49500,07/2022,Diésel,62990,174.0,1950,7.9,5,2,both-sided
6094,"Dacia Dokker Comfort Turbo*SHZ,Navi*",18499,02/2021,Gasolina,62929,96.0,1332,7.2,5,1,both-sided
6095,Opel Combo Life XL Edition - AHK / Schiebetüren,21750,09/2019,Diésel,62922,75.0,1499,4.2,5,1,both-sided
6096,"Volkswagen Caddy PKW Trendline 1.2TSI/SHZ/PDC/NAVI
15.950 € (bruto)",15950,03/2017,Gasolina,62900,62.0,1197,5.6,5,2,both-sided
6097,Toyota Proace 2.0 Verso L2 Executive 7-Sitzer*Navi*Pano,40990,03/2020,Diésel,62900,130.0,1997,7.6,7,2,both-sided
6098,"Volkswagen T6 Multivan Highline 4Motion, LED ,Stand HZG",49900,08/2019,Diésel,62900,146.0,1968,9.6,7,3,both-sided
6099,"Opel Zafira 2,0 CDTI Life Edition L3 viel Zubehör
34.885 € (bruto)",34885,04/2021,Diésel,62890,130.0,1997,5.5,5,1,both-sided
6100,"Opel Zafira 2,0 CDTI Life Edition L3
32.985 € (bruto)",32985,04/2021,Diésel,62890,130.0,1997,5.5,5,1,both-sided
6101,"Opel Zafira 2,0 CDTI Life Edition L3 - 8 Sitzer
36.985 € (bruto)",36985,04/2021,Diésel,62890,130.0,1997,5.5,8,1,both-sided
6102,"Mercedes-Benz Vito 116 CDI Tourer 9G+AHK+2xKlima+2xSchiebetüre
43.900 € (bruto)
36.891 € (neto)",43900,09/2023,Diésel,62883,120.0,1950,7.2,8,1,both-sided
6103,Volkswagen Sharan Comfortline BMT/Start-Stopp,30300,06/2021,Gasolina,62870,110.0,1395,,7,1,both-sided
6104,Mercedes-Benz V 300 d AVANTGARDE EDITION Lang Kamera/SHZ/Totw.,51900,10/2021,Diésel,62863,174.0,1950,7.8,7,1,both-sided
6105,Ford Transit/Tourneo Custom Kombi 310 L1 Tourneo Tita,24885,10/2016,Diésel,62855,96.0,1995,6.1,8,2,both-sided
6106,"Mercedes-Benz Vito 114 Tourer Edition *2xKlima*Navi*Kamera*AHK
34.900 € (bruto)",34900,12/2019,Diésel,62800,100.0,1950,7.5,8,2,both-sided
6107,Mercedes-Benz V 250 d EDITION Lang+AMG+ILS+7SITZE+NIGHT+R.KAM,49888,06/2021,Diésel,62800,140.0,1950,7.7,7,1,both-sided
6108,"Opel Zafira Life Tourer,Standheizung,AHK,Panaroma",39999,07/2022,Diésel,62800,130.0,1997,5.5,7,1,both-sided
6109,Dacia Dokker 1.3 TCe Stepway Pro*NAVI*TEMPO*PDC*SHZ*,16890,06/2021,Gasolina,62794,96.0,1332,,5,2,both-sided
6110,Volkswagen Caddy Maxi Highline ACC-NAVI-XENON-KAM-CAR PLAY,30899,05/2019,Diésel,62791,110.0,1968,5.3,7,2,both-sided
6111,Mercedes-Benz V 300 d 4M AVANTGARDE EDITION+Allrad+9G+AHK+LED,63990,10/2022,Diésel,62769,174.0,1950,8.2,6,1,both-sided
6112,"Volkswagen Caddy Kombi 2.0 TDI 102 PS PDC GJR
22.990 € (bruto)
19.319 € (neto)",22990,05/2021,Diésel,62738,75.0,1968,4.8,5,1,both-sided
6113,Volkswagen Sharan United+7Sitzer+Navi+ACC+Sheiz+PDC+Kamera.,27990,05/2021,Gasolina,62732,110.0,1395,6.8,7,2,both-sided
6114,Mercedes-Benz Vito 116 CDI Tourer PRO Lang AHZV+LED+NAVI+TOTW+,43880,09/2020,Diésel,62700,120.0,1950,7.4,8,1,both-sided
6115,Volkswagen T6 Multivan*DYNAMIK*LED*KLIMA*1.HAND*,33980,04/2016,Diésel,62700,150.0,1968,6.6,7,1,both-sided
