,title,price,date,fuel,km,power_cv,displacement_cm3,consumption,seats,owners,sliding_doors
12084,"Opel Vivaro L2H2 2,9t 2.0*REGALSYSTEM*KLIMA*AHK*1HD",14980,06/2013,Diésel,115000,84.0,1995,7.5,2,1,right
12085,"Fiat Talento L2H1 1,2t Family 9 Sitzer Kamera 1.6",19990,07/2018,Diésel,115000,107.0,1598,5.9,9,2,right
12086,"Renault Master Maxi Hoch + Lang *L3-H2*Garantie*
15.500 € (bruto)
13.025 € (neto)",15500,09/2016,Diésel,115000,107.0,2299,7.7,3,2,right
12087,Mercedes-Benz Vito LANG PLUS*1.HAND*KLIMA*AHK*R.F.KAMERA*NAVI,16950,03/2020,Diésel,115000,75.0,1750,6.4,3,1,right
12088,Ford Transit Kasten 350 L2 Trend*ALLRAD*STANDHEIZUNG*,17990,03/2017,Diésel,115000,114.0,2198,9.7,3,2,right
12089,"Ford Transit Kasten 350 L3 H3 Trend*Navi*Klima*AHK.SH
20.950 € (bruto)
17.605 € (neto)",20950,05/2020,Diésel,115000,96.0,1995,7.8,3,1,right
12090,Volkswagen T6.1 Caravelle 2.0 TDI Comfortline lang 9-Sitzer,35990,09/2020,Diésel,115000,110.0,1968,6.1,9,1,right
12091,"Renault Trafic Kasten L1H1 2,7t Komfort / Klima / Ahk",11500,04/2016,Diésel,115000,85.0,1598,6.5,3,1,right
12092,"Opel Combo D Kasten L1H1 2,2t",5500,09/2014,Diésel,115000,66.0,1248,5.1,2,1,right
12093,"Ford Transit Connect Kasten lang Trend Kamera , Navi,",13890,01/2021,Diésel,115000,88.0,1499,4.7,2,1,right
12094,Renault Kangoo Rapid Maxi Extra*REGAL*ALLWETTER*KLIMA*,10699,03/2018,Diésel,115000,81.0,1461,4.5,2,1,right
12095,Volkswagen Caddy 2.0TDI 4-Motion Regaleinbau Klima ZV,9990,10/2015,Diésel,115000,81.0,1968,6.4,2,1,right
12096,"Opel Vivaro* L1H1*2,7t*Autom.*9-Sitze*Klima*8-Fach*",13999,07/2012,Diésel,115000,84.0,1995,8.0,9,2,right
12097,Volkswagen T6 Transporter EcoProfi Kasten mit Regalaufbau,16900,12/2016,Diésel,115000,75.0,1968,5.7,3,1,right
12098,"Ford Transit Kasten L3H3 Mixto Allrad 4x4 Klima AHK
26.180 € (bruto)
22.000 € (neto)",26180,11/2020,Diésel,115000,125.0,1995,9.5,6,1,right
12099,"Ford Transit Courier Trend NUR 115.000KM 1. HAND,MWST
7.999 € (bruto)
6.722 € (neto)",7999,10/2015,Diésel,115000,55.0,1499,4.1,2,1,right
12100,Ford Transit Custom 320 L1H1 Trend/SORTIMO/AHK/SHZ/,24750,01/2019,Diésel,115000,96.0,1995,6.8,3,1,right
12101,"Opel Movano 2.2 CDTI L2H1 3,5t 3-SITZ NAVI KLIMA CAM
19.990 € (bruto)
16.798 € (neto)",19990,12/2022,Diésel,114980,103.0,2179,5.8,3,2,right
12102,Volkswagen T6 Transporter Kasten lang DSG 1HD STDHZ LED NAV,22999,08/2019,Diésel,114978,150.0,1968,6.5,3,1,right
12103,Volkswagen T6.1 Multivan 2.0 TDI Family NAVI*AHK*STAND*ACC*,36835,02/2020,Diésel,114962,110.0,1968,8.0,5,1,right
12104,Mercedes-Benz Vito Kasten 116 RWD|lang|DAB|Klima|Facelift|19%,18999,12/2020,Diésel,114959,120.0,1950,5.9,2,1,right
12105,Volkswagen T6.1 Kasten 4MOTION WERKSTATTAUSSTATTUNG 25%MwSt,33750,12/2021,Diésel,114900,110.0,1968,8.1,3,3,right
12106,Volkswagen T6.1 Transporter Kombi Kombi EcoProfi lang FWD,31840,06/2020,Diésel,114900,110.0,1968,6.5,8,1,right
12107,Mercedes-Benz Vito 124 CDI Mixto lang 4x4 Kamera AHK Automatik,36776,07/2021,Diésel,114861,174.0,1950,8.2,5,1,right
12108,Volkswagen T6.1 Kombi T30 2.0 TDI BMT DSG 9-Sitz 25% MwSt.,30780,11/2020,Diésel,114740,110.0,1968,7.3,9,1,right
12109,Mercedes-Benz VITO HOCH&LANG*MIXTO 9 SITZE*ROLLSTUHLRAMPE*TÜV*,17490,07/2011,Diésel,114700,85.0,2148,9.2,9,1,right
12110,"Citroën Jumper L3H2 PROLINE Blaue HDi*Klima*PDC*2xAirbeg
16.950 € (bruto)
14.244 € (neto)",16950,03/2018,Diésel,114642,96.0,1997,6.2,3,2,right
12111,"Mercedes-Benz Vito Kasten 114CDI BT RWD Lang Automatik
18.900 € (bruto)
15.882 € (neto)",18900,02/2020,Diésel,114636,100.0,2143,6.6,2,1,right
12112,Opel Combo E Cargo Edition XL erhöhte Nutzlast,13590,01/2021,Diésel,114606,96.0,1499,,2,1,right
12113,"Mercedes-Benz Sprinter KA 214 CDI mittel Klima Kamera AHKeFH.
23.261 € (bruto)
19.547 € (neto)",23261,04/2019,Diésel,114561,105.0,2143,,3,2,right
12114,"Citroën Jumpy Kombi- 9-Sitzer-
18.990 € (bruto)",18990,02/2020,Diésel,114550,88.0,1499,4.8,9,1,right
12115,Mercedes-Benz Sprinter 311 CDI Mixto L1H1 MBUX Klima Navi AHK,29691,08/2020,Diésel,114500,84.0,2143,9.3,6,1,right
12116,Opel Vivaro Kombi L1H1*KTW*NOTARZTFAHRZEUG*AUTOMATIK,8900,07/2006,Diésel,114500,99.0,2463,8.6,3,2,right
12117,"Opel Vivaro B L1H1 DoKa/6-Sitze /2,7t/Klima/Navi/PDC",15990,11/2014,Diésel,114500,88.0,1598,5.9,6,1,right
12118,Toyota Proace L2H1 Kasten*Isolierte Laderaum*Klima*AHK*,8990,11/2015,Diésel,114484,94.0,1997,6.4,3,2,right
12119,Peugeot Boxer HDi 2.2 HDi // Euro 5,5950,05/2011,Diésel,114450,74.0,2198,8.1,3,2,right
12120,Volkswagen T6.1 Caravelle DSG NAVI LED 8-Sitze RFK CarPlay,37499,02/2021,Diésel,114400,110.0,1968,6.0,8,1,right
12121,Peugeot Expert Kombi L3 Blue HDI 120 9 Sitzer,29990,03/2022,Diésel,114359,88.0,1499,5.2,9,1,right
12122,Mercedes-Benz Vito Mixto 116 CDI RWD lang +KAMERA+TEMP+KLIMA+,31970,01/2021,Diésel,114299,120.0,1950,7.5,5,1,right
12123,"Opel Vivaro B Kasten/Kombi Kasten L1H1 2,9t",9960,07/2016,Diésel,114235,88.0,1598,5.9,3,1,right
12124,Fiat Doblo SX 1.3 Kasten Klima Sortimo PDC 8-fach B.,8950,01/2018,Diésel,114230,70.0,1248,,2,1,right
12125,"Mercedes-Benz Sprinter 317 KA 3665 HD Navi Klima Sitzhz Kamera
29.096 € (bruto)
24.450 € (neto)",29096,05/2021,Diésel,114122,125.0,1950,9.5,3,1,right
12126,"Ford Transit 350 L4 H3 mit Garantie Scheckheftgepfl.
23.919 € (bruto)
20.100 € (neto)",23919,08/2020,Diésel,114113,125.0,1995,9.6,3,1,right
12127,Volkswagen T6 Multivan 2.0 TDI 70 Jahre Bulli Aut.*NAVI*LED,37430,07/2018,Diésel,114011,150.0,1968,,7,3,right
12128,Opel Vivaro 2.0 Kasten Tempom. PDC 1.Hand Selection L,14690,08/2020,Diésel,114007,90.0,1997,5.7,3,1,right
12129,Renault Kangoo Rapid Extra Klima/Bluetooth/Leiterklappe,5990,01/2013,Diésel,114000,66.0,1461,5.2,2,2,right
12130,Volkswagen T5 Transporter Kasten/LKW/Klima/AHK/3-Sitzer/Top,13900,08/2014,Diésel,114000,75.0,1968,7.2,3,2,right
12131,Ford Transit Kasten 290 L2 Trend,12900,07/2014,Diésel,114000,92.0,2198,7.5,3,1,right
12132,"Opel Vivaro Kombi L1H1 2,9t+ 9 SITZER+KLIMA+R.CAM+PDC",12900,02/2012,Diésel,114000,84.0,1995,6.9,9,2,right
12133,Volkswagen Caddy Kasten/Kombi Kasten,6390,04/2011,Diésel,114000,75.0,1598,5.6,2,2,right
12134,"Ford Transit Kombi 2.0 FT 300,Behindertengerecht",5900,05/2001,Diésel,114000,63.0,1998,8.0,9,1,right
12135,"Opel Vivaro Kasten/Kombi Kasten L2H1 2,9t TÜV NEU AHK",8900,05/2013,Diésel,114000,84.0,1995,7.5,3,2,right
12136,Toyota Proace L2H1 Kasten verglast Comfort,9400,03/2016,Diésel,114000,94.0,1997,6.4,2,2,right
12137,"Fiat Talento Kasten L1H1 1,0t Business",9400,03/2017,Diésel,114000,70.0,1598,6.5,3,2,right
12138,"Volkswagen T6 Transporter 4Mo-Kasten-Hochdach lang Sitz2+1
29.900 € (bruto)
25.126 € (neto)",29900,02/2017,Diésel,114000,110.0,1968,6.7,3,1,right
12139,Ford Transit Custom 320 L2 TAXI Mietwagen 9-Sitze LED,26990,08/2020,Diésel,114000,77.0,1995,6.1,9,1,right
12140,Citroën Berlingo Kasten Club M/L1/Tempomat/Klima/,11990,07/2019,Diésel,114000,73.0,1560,4.2,2,1,right
12141,"Mercedes-Benz Vito 111 CDI LANG,Regale,Mwst,Klima,Garantie
16.999 € (bruto)
14.285 € (neto)",16999,04/2017,Diésel,114000,84.0,1598,6.3,3,2,right
12142,Volkswagen Caddy Kasten/Kombi Kasten Economy,7150,06/2011,Diésel,114000,55.0,1598,5.6,2,1,right
12143,Mercedes-Benz Sprinter III 314 CDI Kasten Kompakt*Autom.*Klima,27690,01/2020,Diésel,114000,105.0,2143,8.0,3,1,right
12144,Volkswagen T6 Caravelle Trendline mit Heckflügeltüren,23900,10/2019,Diésel,114000,75.0,1968,,9,1,right
12145,"Citroën Jumpy Kasten Club XL//GARANTIE/KLIMA/EURO 6d//
18.999 € (bruto)
15.966 € (neto)",18999,09/2021,Diésel,114000,110.0,1997,,2,1,right
12146,Renault Trafic Kasten L1H1 2.0dCi *AUTOMATIK *LED *NAVI,17650,01/2020,Diésel,113941,125.0,1997,5.9,3,1,right
12147,"Mercedes-Benz Vito 114 CDI 4M Tourer Pro Lang L2 Navi+Klima+8S
29.199 € (bruto)
24.537 € (neto)",29199,07/2019,Diésel,113919,100.0,2143,8.9,8,1,right
12148,Toyota Proace L1 Kasten Comfort*114TKM*KLIMA*TÜV NEU,12900,02/2018,Diésel,113900,90.0,1997,5.7,3,2,right
12149,"Mercedes-Benz 114 CDI KASTEN NAVI,KAMERA,LED,AHK,1.HD,SH
20.860 € (bruto)
17.529 € (neto)",20860,05/2017,Diésel,113900,100.0,2143,6.7,2,1,right
12150,Volkswagen T6.1 Multivan/150PS/ACC/Climatronic/6-Sitzer/PDC,39990,05/2021,Diésel,113900,110.0,1968,6.2,6,1,right
12151,Volkswagen T6 Transporter Kasten/Mittelhochdach/9SITZER AHK,24900,07/2018,Diésel,113888,75.0,1968,5.9,9,2,right
12152,Ford Transit Custom 340 L1 Trend Navi+AHK+Werkstatt+,16950,12/2017,Diésel,113830,125.0,1995,,3,1,right
12153,Mercedes-Benz Vito Kasten 114 CDI Kompakt - NAVI TEMP PDC,16990,01/2018,Diésel,113825,100.0,2143,6.4,2,1,right
12154,Volkswagen T6.1 KLIMA 8SITZER TEMPOMAT PDC 1HAND 8X BEREIFT,27990,03/2020,Diésel,113809,81.0,1968,6.2,8,1,right
12155,Volkswagen T6 Transporter 2.0 TDI Kombi 4Motion,26990,06/2016,Diésel,113787,150.0,1968,6.6,8,2,right
12156,"Opel Vivaro DoKa L2H1 2,9t 1.6 Biturbo AHK/Allw/Navi/",18790,11/2018,Diésel,113787,107.0,1598,,5,1,right
12157,"Volkswagen T6 Kombi 2.0 TDI DSG 9-Sitzer,AHK",26900,07/2019,Diésel,113781,110.0,1968,6.7,9,2,right
12158,Volkswagen Caddy 1.4 TSI Kasten *Regalsystem Firma BOTT*,12990,04/2018,Gasolina,113750,92.0,1395,5.7,2,1,right
12159,Mercedes-Benz Vito 114 CDI Lang 3-Sitze Klima PDC Temp 1-Hand,15470,12/2019,Diésel,113728,100.0,2143,6.9,3,1,right
12160,Ford Grand Tourneo Connect Active 7 Sitzer+Automatik*,23900,03/2021,Diésel,113700,88.0,1499,4.7,7,1,both-sided
12161,Mercedes-Benz Vito 111 CDI FWD lang Klima+Kamera+Werkstatt,17790,04/2018,Diésel,113680,84.0,1598,6.3,2,1,right
12162,Volkswagen T6 Transporter Kasten EcoProfi lang*9-SITZ*NAVI*,27690,10/2018,Diésel,113610,110.0,1968,6.3,9,1,right
12163,Fiat Doblo Doblò SX Maxi Kasten+AHK+KLIMA+NAVIGATION,7450,10/2014,Diésel,113600,66.0,1248,5.2,2,3,right
12164,"Opel Vivaro B Kasten L1H1 2,9t 1.Hand SORTIMO Regale",13999,03/2020,Diésel,113600,89.0,1598,6.5,3,1,right
12165,Ford TRANSIT CUSTOM 320 L2 HOCHDACH KLIMA 9 SITZE PDC,26900,05/2019,Diésel,113589,96.0,1995,6.4,9,1,right
12166,"Mercedes-Benz Sprinter III Kasten FWD 214 CDI H2 L2 Kamera Shz
26.900 € (bruto)",26900,04/2019,Diésel,113500,105.0,2143,7.7,3,2,right
12167,Volkswagen Caddy 2.0 TDI Cargo 1.Hand/Klima/Bluetooth/Tempo,16900,04/2021,Diésel,113500,75.0,1968,4.5,2,1,right
12168,"Mercedes-Benz V 250, Marco Polo,""EDITION"" AMG,Küche,Vollauss.!",53990,05/2019,Diésel,113500,140.0,2143,6.2,4,2,right
12169,Ford FT 320 L Custom Kombi L2H1 Trend 1. Hand,21956,10/2020,Diésel,113469,96.0,1995,6.1,9,1,right
12170,"Mercedes-Benz Vito 116 CDI lang Bestattungs-Leichenwagen°Navi°
29.750 € (bruto)
25.000 € (neto)",29750,11/2014,Diésel,113420,120.0,2143,,2,2,right
12171,Peugeot Rifter Active L2,11690,07/2019,Gasolina,113402,81.0,1199,5.4,5,1,right
12172,"Mercedes-Benz Vito Kasten 110 Kamera Tempom. Klima PDC+H E6
9.890 € (bruto)
8.311 € (neto)",9890,10/2020,Diésel,113386,75.0,1749,6.4,3,1,right
12173,"Volkswagen Caddy 1,2TSI BMT 5-Sitzer+Klima+AHK+1.Hand
11.980 € (bruto)",11980,12/2015,Gasolina,113350,62.0,1197,5.6,5,1,right
12174,"Ford 2.0 TDCi 300 L1 NAVI,AHK,BI-XENON
23.880 € (bruto)
20.067 € (neto)",23880,03/2020,Diésel,113314,96.0,1995,6.6,3,1,right
12175,Volkswagen Transporter T6 DSG 4MOTION Kurz Plus Trendline,24350,03/2019,Diésel,113307,110.0,1968,,5,2,right
12176,Volkswagen T6 2.0TDI Kombi lang 7-Sitze/2xKlima/Tempomat,22750,08/2019,Diésel,113300,84.0,1968,,7,1,right
12177,"Volkswagen T6 Multivan 150 PS AHK*SHZ*PDC*7 Sitze
32.800 € (bruto)",32800,07/2017,Diésel,113285,110.0,1968,6.2,7,2,right
12178,Mercedes-Benz V 300 MarcoPolo 4M+voll+Küche+Markise+Stdhzg+LED,66480,02/2022,Diésel,113259,174.0,1950,7.3,4,1,right
12179,Mercedes-Benz V 250 4MATIC long Avantgarde,34990,06/2015,Diésel,113242,140.0,2143,6.7,8,1,right
12180,Volkswagen T6 Caravelle Comfortline lang TSI DSG~9-SITZ~ACC,31199,07/2016,Gasolina,113237,150.0,1984,9.0,9,4,right
12181,"Mercedes-Benz Sprinter 319 Allrad""L2H2""V6+LED+STHZ+ZG3+AHK3,5T",86858,12/2021,Diésel,113229,140.0,2987,9.5,3,1,right
12182,Mercedes-Benz Sprinter 311CDI Mixto L3H2/ 7 Sitze/ AC/ Autom.,33201,08/2019,Diésel,113219,84.0,2143,8.1,7,1,right
12183,Volkswagen T6 Multivan Comfortline 4Mo DSG Navi Kamera,36450,01/2019,Diésel,113214,146.0,1968,8.1,7,2,right
12184,"Mercedes-Benz Vito Tourer 114 CDI, 116 Pro 4MATIC Allrad BW",32725,01/2019,Diésel,113200,100.0,2143,,8,2,right
12185,Ford Transit/Tourneo Custom Kombi 320L1 Trend 9-SITZE,22990,08/2018,Diésel,113000,96.0,1995,6.4,9,1,right
12186,Volkswagen T6.1 Kasten DSG 2Sitze Klappe Standhzg.,23890,09/2020,Diésel,113000,110.0,1968,5.8,2,1,right
12187,"Mercedes-Benz Vito Kasten116 CDI,2Hand,Navi,Kamera,Klima",14750,07/2020,Diésel,113000,120.0,2143,6.0,3,2,right
12188,Renault Trafic 2.0 DCi Passenger Black Edition *AHK*WR,13900,08/2013,Diésel,113000,84.0,1995,8.6,8,2,right
12189,Mercedes-Benz Vito111 CDI FWD lang Navi PDC Kamera 113TKm,18999,04/2019,Diésel,113000,84.0,1598,6.3,3,1,right
12190,Peugeot Boxer Kasten 435 L4H2 Asphalt BlueHDi 2.2 Klima,18999,03/2022,Diésel,113000,103.0,2179,6.5,3,1,right
12191,Citroën Jumpy Kasten Club XL 1.HandNavi Kamera,15999,08/2021,Diésel,113000,110.0,1997,5.4,2,1,right
12192,Ford Tourneo Custom 2.2 TDCI 1.HAND+8-SITZR+KLIMA+AHK,17498,01/2014,Diésel,113000,92.0,2198,6.5,8,1,right
12193,Ford Transit Custom 2.2 TDCI 1.HAND+8-SITZR+KLIMA+AHK,17498,01/2014,Diésel,113000,92.0,2198,6.5,8,1,right
12194,Ford Transit Kasten FT 280 M LKW-Kühlwagen -AHK- H2L2,4950,08/2010,Diésel,113000,85.0,2198,7.4,3,2,right
12195,Volkswagen VW Multivan T6.1 DSG Kurz 4MOTION Edition*AHK,43600,01/2020,Diésel,113000,146.0,1968,7.2,7,2,right
12196,Mercedes-Benz Vito Kasten 111 CDI WORKER FWD lang Klima,13999,09/2018,Diésel,113000,84.0,1598,6.3,3,2,right
12197,Opel Vivaro B Kasten L1H1 |EURO6|KLIMA|REGALSYSTEM|,13350,03/2017,Diésel,113000,92.0,1598,6.0,3,1,right
12198,Volkswagen T6 Transporter Kasten-Kombi Kasten,14999,11/2018,Gasolina,113000,110.0,1984,9.0,3,1,right
12199,"Citroën Jumpy HDi 90 Kasten ""2.HAND+TÜV/AU NEU""",6998,01/2008,Diésel,113000,66.0,1560,7.5,3,2,right
12200,"Volkswagen Caddy Kasten 2 Sitze BMT NFZ Klima, Flügeltüre",15290,09/2019,Diésel,112990,110.0,1968,5.0,2,2,right
12201,Ford Transit Kombi FT 280 K G1656,9988,10/2013,Diésel,112900,74.0,2198,7.0,9,1,right
12202,"Mercedes-Benz Vito 111 CDI LANG,1H,3S,Mwst,Garantie,PDC,Klima
16.499 € (bruto)
13.865 € (neto)",16499,03/2015,Diésel,112900,84.0,1598,6.3,3,1,right
12203,Dacia Dokker dCi 90 Comfort NAVI CAM KLIMA TOP,9300,08/2019,Diésel,112805,66.0,1461,4.2,2,1,right
12204,Mercedes-Benz Vito 114 CDI Kompakt,12990,04/2020,Diésel,112800,100.0,2143,6.0,3,1,right
12205,Volkswagen Caddy Cargo EcoProfi Klima/DAB+/GJR/PDC,15998,05/2021,Diésel,112800,55.0,1968,4.4,2,1,right
12206,"Volkswagen T6 Multivan 2.0 TDI DSG ""Generation SIX"" AHK+ACC",38400,11/2018,Diésel,112800,110.0,1968,8.5,7,1,right
12207,"Volkswagen T6 Kombi Lang 7 Sitze Klima PDC
22.990 € (bruto)
19.319 € (neto)",22990,10/2019,Diésel,112774,75.0,1968,6.6,7,1,right
12208,Mercedes-Benz V 250 d 4M Liege-Paket*AHK*LED-ILS*Zusatzheizung,48599,08/2020,Diésel,112741,140.0,1950,8.4,6,2,right
12209,"Mercedes-Benz V 250 d 4M Liege-Paket*AHK*LED-ILS*Zusatzheizung
48.599 € (bruto)
40.840 € (neto)",48599,08/2020,Diésel,112741,140.0,1950,8.4,6,2,right
12210,"Fiat Ducato 130 L1H1,Selbstfahrer,E-Hecklift, Nr.86-G",19990,06/2015,Diésel,112718,96.0,2287,,9,1,right
12211,"Mercedes-Benz Vito Tourer 114CDI lang,Klima,Automatik,9-Sitze
27.950 € (bruto)
23.487 € (neto)",27950,09/2021,Diésel,112663,100.0,1950,6.1,9,1,right
12212,Citroën JUMPER 30 L2H1 130 LANG 2.0 HDI STANDHZ/AHK,12990,08/2017,Diésel,112597,96.0,1997,6.2,3,2,right
12213,Peugeot Boxer Kasten Hochraum 333 L2H2 Pro BlueHDi 120 S,10990,03/2020,Diésel,112590,88.0,2179,6.4,3,1,right
12214,Volkswagen T6 Multivan LED 4Motion Sitzhg. 1.Hand ACC,39890,03/2018,Diésel,112566,110.0,1968,6.6,6,1,right
12215,"Ford Transit Connect L2 Trend Kasten *Bluetooth*
15.790 € (bruto)
13.269 € (neto)",15790,04/2021,Diésel,112500,88.0,1498,,3,2,right
12216,Renault Kangoo 1.6 16V 4x4+El-Fenster+Klima+AHK+1.Hand,6990,04/2002,Gasolina,112500,70.0,1598,8.6,5,1,right
12217,"Mercedes-Benz Vito Kasten 119 CDI PRO 4x4 lang*Bott Einbau*AHK
25.980 € (bruto)",25980,12/2020,Diésel,112500,140.0,1950,5.9,2,1,right
12218,Mercedes-Benz Vito Kasten 4x4 116 CDI lang * Klima * Kamera,15990,04/2012,Diésel,112500,120.0,2143,8.8,3,2,right
12219,Renault Trafic L1H1 WÜRTH Regale Klima Navi PDC 1.HD,13480,10/2019,Diésel,112500,70.0,1598,6.5,3,1,right
12220,"Opel Vivaro L1H1 2,9t*KLIMA*REGALSYSTEM*DACHTRÄGER*",10998,03/2012,Diésel,112500,84.0,1995,,2,1,right
12221,Mercedes-Benz V250d Marco Polo AMG LINE 360 KAM LANE NAVI,58990,08/2019,Diésel,112500,140.0,2143,,6,1,right
12222,Volkswagen Multivan T6.1 2.0TDi DSG 4MOTION Edition*Standh,43333,01/2020,Diésel,112500,146.0,1968,,7,2,right
12223,Ford Transit Custom Kasten 320 L2 Trend*1.Ha*REGALE*,20999,07/2020,Diésel,112485,96.0,1995,6.4,3,1,right
12224,Citroën Jumpy 2.0 HDI Business M *elektr.Schiebetür*,18900,04/2018,Diésel,112436,110.0,1997,5.3,3,1,right
12225,Volkswagen T5 Transporter Kasten-Kombi Kasten,8590,11/2013,Diésel,112400,62.0,1968,7.2,2,2,both-sided
12226,"Ford Transit Custom Kasten 290 L2H 1Hand Top Zustand
16.900 € (bruto)
14.202 € (neto)",16900,02/2018,Diésel,112392,96.0,1995,6.0,3,1,right
12227,"Opel Vivaro B Kasten L1H1 2,7t Doka *KLIMA*TEMPOMAT",15990,11/2018,Diésel,112348,88.0,1598,6.7,6,1,right
12228,Ford Transit Custom Kasten 300 L2H1 Trend PDC|Klima,18790,02/2019,Diésel,112251,96.0,1995,7.6,3,1,right
12229,"Volkswagen T6 Caravelle,DSG,9-Sitze, AHK,Standheizung,",35490,09/2020,Diésel,112212,110.0,1968,,9,1,right
12230,Volkswagen T6 Multivan°7Sitze°AHK°VW S-Heft°MFL°Tempomat°,29980,11/2017,Gasolina,112150,110.0,1984,9.2,7,1,right
12231,Ford Transit/Tourneo Custom*9-SITZE*SHZ*NAVI*PDC,26999,02/2020,Diésel,112129,96.0,1995,6.1,9,1,right
12232,"Peugeot Expert Tepee L2H1 Access 2,0 HDI Klima 9 Sitzer
17.950 € (bruto)",17950,11/2014,Diésel,112127,94.0,1997,7.0,9,2,right
12233,"Opel Vivaro B 1.6 Kasten L1H1 2,7t Klima Tempomat",12999,04/2016,Diésel,112126,85.0,1598,6.5,3,1,right
12234,Opel Vivaro Kasten INNOVATION M Navi Tempomat Klima,16990,11/2019,Diésel,112120,90.0,1997,5.5,3,2,right
12235,"Volkswagen T6.1 Caravelle 2.0 TDI ParkPilot/Klima/ISOFIX
26.400 € (bruto)
22.185 € (neto)",26400,10/2020,Diésel,112081,81.0,1968,7.6,9,1,right
12236,Mercedes-Benz Sprinter 316 CDI KA L2H2 Klima AHK BOTT Holz 7G,32070,10/2019,Diésel,112030,120.0,2143,9.2,2,1,right
12237,Volkswagen T6 .1 California /Ocean/DSG/LED/Digital Cockpit,52500,05/2021,Diésel,112000,110.0,1968,6.1,4,2,right
12238,"Mercedes-Benz Vito Mixto 116 CDI RWD lang, LED,LKW,NAVI,KAMERA",33900,11/2020,Diésel,112000,120.0,1950,5.8,5,1,right
12239,"Mercedes-Benz Vito Mixto 114/CDI, 4MATIC kompakt,AHK,Navy,Aut.",23990,12/2018,Diésel,112000,100.0,2143,6.0,5,1,right
12240,"Renault Master Kasten L3H2 HKa 3,5t KAMERA|KLIMA|AHK|",23193,02/2020,Diésel,112000,120.0,2299,8.1,3,2,right
12241,Ford Connect Kasten Trend aut. Navi ~ Xenon ~ AHK,15490,10/2020,Diésel,112000,74.0,1499,4.8,3,3,right
12242,"Mercedes-Benz Vito Tourer 114 CDI BlueTEC Pro extralang
27.222 € (bruto)
22.876 € (neto)",27222,07/2019,Diésel,112000,100.0,2143,7.4,9,1,right
12243,Renault Kangoo Campus 1.5 dCi 45kW,3990,04/2006,Diésel,112000,45.0,1461,5.5,2,1,right
12244,Citroën Jumpy 1.6 HDi 90 29 L1H1 Kasten 3.Sitz,7999,09/2016,Diésel,112000,66.0,1560,6.7,3,2,right
12245,Ford Transit Connect Kasten,1750,11/2007,Diésel,112000,55.0,1753,6.3,2,3,right
12246,Renault Kangoo Rapid/Klimaanlage/Euro6/90PS/AHK,9390,02/2019,Diésel,112000,66.0,1461,4.3,2,1,right
12247,Citroën Jumper 35 L3H2 Profi Klima Navi Kamera 1.Hand,16250,12/2018,Diésel,112000,96.0,1997,6.2,3,1,right
12248,Ford Transit Kombi 350 L2 Trend*Kamera*Klima*8.Sitze,18850,07/2016,Diésel,112000,114.0,2198,,8,2,right
12249,Ford Transit Custom Kasten 250 L1 3-Sitzer City Light,10990,04/2016,Diésel,112000,74.0,2198,7.0,3,1,right
12250,Volkswagen Crafter Kasten 35 lang Hochdach FWD*Klima*EFH*AH,21900,02/2018,Diésel,112000,103.0,1968,7.4,3,1,right
12251,Fiat Ducato Kasten 30 115 L1H1 RS: 3000 mm Klima AHK,9300,11/2014,Diésel,112000,85.0,1956,6.3,3,2,right
12252,Mercedes-Benz Vito 111 Klima 8 Sitze 112 Tkm.,6500,09/2004,Diésel,112000,80.0,2148,,8,2,right
12253,Volkswagen Crafter Kasten 35 mittel L2H2 Hochdach,9877,10/2007,Diésel,111959,65.0,2461,12.1,3,1,right
12254,Volkswagen T6 Kombi lang +LED+AHK+9 SITZER+KLIMA+2.HAND+PDC,23990,05/2017,Diésel,111948,75.0,1968,6.0,9,2,right
12255,Citroën Jumpy Kombi XL 2.0*9 SITZE*DAB*KLIMA*GRIP,19999,04/2018,Diésel,111866,110.0,1997,5.5,9,2,right
12256,Peugeot Boxer Kasten L4H2 Premium HDI 140 S&S Navi/Kamer,16490,10/2020,Diésel,111763,103.0,2198,,3,1,right
12257,"Mercedes-Benz VITO TOURER 114 9G EXTRALANG 8-SITZE NAVI TEMPOM
26.950 € (bruto)
22.647 € (neto)",26950,06/2020,Diésel,111712,100.0,1950,,8,1,right
12258,"Volkswagen T6 Multivan Gen.Six 4M SCHIEBED STHZ AHK SCHCKH
42.800 € (bruto)",42800,10/2017,Gasolina,111700,150.0,1984,,6,2,right
12259,Citroën Jumpy XL BlueHDi 180PS Autm. AHK DAB+ NSW,25840,06/2017,Diésel,111690,132.0,1997,5.9,5,1,right
12260,Peugeot EXPERT KASTEN Pro L2+PDC+TEMPOMAT+2 SITZER,11980,06/2017,Diésel,111690,70.0,1560,,2,2,right
12261,Mercedes-Benz V 250 Marco Polo Edition 4Matic AMG AHK Distr,56490,07/2019,Diésel,111656,140.0,1950,8.9,4,2,right
12262,"Mercedes-Benz 119 CDI KASTEN LANG LEDER,NAVI,KAMERA,1.HD
26.880 € (bruto)
22.588 € (neto)",26880,08/2020,Diésel,111641,140.0,1950,6.0,2,1,right
12263,Volkswagen T6.1 Caravelle*KR*DSG*ACC*Navi*LED*ACC*AHK*,30999,06/2020,Diésel,111600,110.0,1968,6.1,5,Plateado Metalizado,right
